# fps: 30.000000
# x,y,z,qx,qy,qz,qw
-0,0.645496,0.236236,0.073726,0.335682,-0.917224,0.20145
-2.98023e-08,0.647857,0.238238,0.0634019,0.339263,-0.92258,0.172413
-0,0.650204,0.24024,0.0529244,0.342519,-0.927018,0.143239
2.98023e-08,0.652536,0.242242,0.0423039,0.345444,-0.930534,0.113955
1.49012e-08,0.654854,0.244244,0.031551,0.348032,-0.933125,0.0845927
-0,0.657157,0.246246,0.0206767,0.350279,-0.93479,0.0551799
7.45058e-09,0.659446,0.248248,0.00969206,0.352179,-0.935528,0.025746
-1.86265e-09,0.661721,0.25025,0.0013916,-0.353728,0.93534,0.00367972
-7.45058e-09,0.663983,0.252252,0.0125628,-0.35492,0.934227,0.0330682
1.49012e-08,0.66623,0.254254,0.02381,-0.355753,0.932191,0.0623902
-2.98023e-08,0.668465,0.256256,0.0351214,-0.356223,0.929235,0.091617
2.98023e-08,0.670686,0.258258,0.046485,-0.356326,0.925364,0.12072
-0,0.672893,0.26026,0.0578888,-0.35606,0.920581,0.149669
-0,0.675087,0.262262,0.0693205,-0.355423,0.914893,0.178438
-5.96046e-08,0.677269,0.264264,0.0807681,-0.354413,0.908306,0.206996
-0,0.679437,0.266266,0.092219,-0.353028,0.900829,0.235317
-5.96046e-08,0.681593,0.268268,0.103661,-0.351267,0.892469,0.263373
-5.96046e-08,0.683736,0.27027,0.115081,-0.349129,0.883236,0.291135
-5.96046e-08,0.685866,0.272272,0.126468,-0.346615,0.873139,0.318578
-5.96046e-08,0.687984,0.274274,0.137807,-0.343724,0.862191,0.345673
-1.19209e-07,0.69009,0.276276,0.149088,-0.340457,0.850402,0.372395
-5.96046e-08,0.692183,0.278278,0.160296,-0.336815,0.837786,0.398718
-5.96046e-08,0.694265,0.28028,0.171421,-0.332799,0.824355,0.424616
-5.96046e-08,0.696334,0.282282,0.182448,-0.328411,0.810125,0.450063
-0,0.698392,0.284284,0.193366,-0.323654,0.795109,0.475036
-2.98023e-07,0.700437,0.286286,0.204162,-0.31853,0.779325,0.499509
-0,0.702472,0.288288,0.214823,-0.313041,0.762788,0.52346
-5.96046e-08,0.704494,0.29029,0.225338,-0.307193,0.745516,0.546865
-0,0.706505,0.292292,0.235694,-0.300989,0.727526,0.569701
5.96046e-08,0.708505,0.294294,0.245879,-0.294433,0.708838,0.591947
-5.96046e-08,0.710494,0.296296,0.255881,-0.287529,0.689471,0.613582
1.19209e-07,0.712471,0.298298,0.265688,-0.280283,0.669444,0.634584
-0,0.714437,0.3003,0.275289,-0.272702,0.648778,0.654933
-0,0.716392,0.302302,0.284671,-0.264789,0.627495,0.674611
-5.96046e-08,0.718337,0.304304,0.293824,-0.256553,0.605616,0.693598
-5.96046e-08,0.72027,0.306306,0.302736,-0.247999,0.583164,0.711876
5.96046e-08,0.722193,0.308308,0.311397,-0.239136,0.560161,0.729428
5.96046e-08,0.724105,0.31031,0.319795,-0.22997,0.536631,0.746239
-0,0.726007,0.312312,0.327921,-0.220509,0.512599,0.76229
-5.96046e-08,0.727898,0.314314,0.335763,-0.210761,0.488087,0.777569
5.96046e-08,0.729778,0.316316,0.343312,-0.200736,0.463122,0.79206
2.98023e-08,0.731649,0.318318,0.350558,-0.190442,0.437729,0.805751
2.98023e-08,0.733509,0.32032,0.357491,-0.179889,0.411932,0.818628
-0,0.735359,0.322322,0.364103,-0.169086,0.385759,0.83068
2.98023e-08,0.737199,0.324324,0.370385,-0.158042,0.359235,0.841896
-5.96046e-08,0.739029,0.326326,0.376327,-0.146769,0.332388,0.852265
1.49012e-08,0.740849,0.328328,0.381922,-0.135277,0.305244,0.861779
-0,0.742659,0.33033,0.387161,-0.123577,0.27783,0.870428
-2.98023e-08,0.744459,0.332332,0.392038,-0.11168,0.250174,0.878207
-1.49012e-08,0.74625,0.334334,0.396544,-0.0995965,0.222304,0.885107
-1.49012e-08,0.748031,0.336336,0.400674,-0.0873394,0.194248,0.891123
2.98023e-08,0.749802,0.338338,0.404421,-0.0749201,0.166033,0.89625
-0,0.751564,0.34034,0.407777,-0.0623508,0.137688,0.900484
-7.45058e-09,0.753317,0.342342,0.410739,-0.0496439,0.10924,0.903823
-7.45058e-09,0.75506,0.344344,0.4133,-0.036812,0.0807194,0.906263
-0,0.756794,0.346346,0.415456,-0.0238678,0.052153,0.907803
1.86265e-09,0.758518,0.348348,0.417201,-0.0108243,0.0235695,0.908444
-4.65661e-10,0.760234,0.35035,0.418533,0.00230542,-0.00500259,0.908185
3.72529e-09,0.76194,0.352352,0.419447,0.015508,-0.0335351,0.907028
-0,0.763637,0.354354,0.41994,0.0287701,-0.0619998,0.904975
1.49012e-08,0.765325,0.356356,0.420009,0.042078,-0.0903686,0.902029
-2.23517e-08,0.767004,0.358358,0.419652,0.0554183,-0.118613,0.898194
-1.49012e-08,0.768675,0.36036,0.418867,0.068777,-0.146706,0.893475
-0,0.770336,0.362362,0.417653,0.0821403,-0.17462,0.887878
-2.98023e-08,0.771989,0.364364,0.416008,0.0954944,-0.202327,0.881409
-1.49012e-08,0.773633,0.366366,0.413933,0.108825,-0.229799,0.874076
-0,0.775269,0.368368,0.411426,0.122119,-0.257011,0.865888
1.49012e-08,0.776895,0.37037,0.408488,0.135361,-0.283935,0.856852
2.98023e-08,0.778514,0.372372,0.405121,0.148537,-0.310545,0.84698
2.98023e-08,0.780123,0.374374,0.401325,0.161635,-0.336815,0.836283
-0,0.781725,0.376376,0.397101,0.174638,-0.36272,0.824771
-5.96046e-08,0.783318,0.378378,0.392454,0.187534,-0.388233,0.812457
-0,0.784902,0.38038,0.387384,0.200309,-0.413331,0.799354
-0,0.786478,0.382382,0.381895,0.212949,-0.43799,0.785477
5.96046e-08,0.788046,0.384384,0.375991,0.225439,-0.462184,0.77084
5.96046e-08,0.789606,0.386386,0.369676,0.237766,-0.485891,0.755458
5.96046e-08,0.791158,0.388388,0.362954,0.249917,-0.509088,0.739348
-5.96046e-08,0.792702,0.39039,0.35583,0.261878,-0.531752,0.722526
-1.19209e-07,0.794237,0.392392,0.34831,0.273635,-0.553863,0.705011
-0,0.795765,0.394394,0.340399,0.285176,-0.575397,0.686819
-5.96046e-08,0.797284,0.396396,0.332104,0.296488,-0.596336,0.667971
-0,0.798796,0.398398,0.323431,0.307557,-0.616658,0.648486
-0,0.8003,0.4004,0.314388,0.318371,-0.636345,0.628383
-0,0.801796,0.402402,0.304982,0.328918,-0.655378,0.607684
-0,0.803284,0.404404,0.295221,0.339186,-0.673738,0.586409
1.19209e-07,0.804765,0.406406,0.285113,0.349161,-0.691409,0.564581
-0,0.806238,0.408408,0.274668,0.358834,-0.708373,0.542221
-0,0.807703,0.41041,0.263894,0.368192,-0.724615,0.519353
-1.19209e-07,0.80916,0.412412,0.252801,0.377224,-0.74012,0.496
-0,0.810611,0.414414,0.241399,0.385919,-0.754873,0.472186
-0,0.812053,0.416416,0.229698,0.394267,-0.768861,0.447935
-0,0.813488,0.418418,0.217709,0.402258,-0.78207,0.423271
-0,0.814916,0.42042,0.205444,0.409882,-0.794488,0.398219
-1.19209e-07,0.816336,0.422422,0.192912,0.417128,-0.806105,0.372805
-0,0.817749,0.424424,0.180127,0.423989,-0.816909,0.347055
-0,0.819154,0.426426,0.167099,0.430454,-0.826892,0.320993
-0,0.820552,0.428428,0.153842,0.436517,-0.836043,0.294648
-0,0.821943,0.43043,0.140368,0.442167,-0.844356,0.268044
5.96046e-08,0.823327,0.432432,0.126689,0.447399,-0.851823,0.241209
-0,0.824703,0.434434,0.11282,0.452204,-0.858437,0.21417
-5.96046e-08,0.826073,0.436436,0.0987723,0.456576,-0.864194,0.186953
-5.96046e-08,0.827435,0.438438,0.084561,0.460509,-0.869088,0.159586
-0,0.82879,0.44044,0.0701995,0.463996,-0.873115,0.132097
-0,0.830138,0.442442,0.0557019,0.467031,-0.876274,0.104511
-0,0.831479,0.444444,0.0410824,0.469611,-0.878562,0.0768583
-0,0.832814,0.446446,0.0263557,0.471729,-0.879977,0.0491647
-0,0.834141,0.448448,0.0115362,0.473383,-0.88052,0.0214581
-1.86265e-09,0.835461,0.45045,0.00336117,-0.474567,0.880191,0.00623404
1.49012e-08,0.836774,0.452452,0.0183215,-0.475279,0.878991,0.0338842
1.49012e-08,0.838081,0.454454,0.0333298,-0.475517,0.876924,0.0614651
-8.9407e-08,0.839381,0.456456,0.0483708,-0.475277,0.873991,0.0889495
-0,0.840674,0.458458,0.0634293,-0.474559,0.870197,0.11631
-0,0.84196,0.46046,0.0784899,-0.47336,0.865547,0.14352
-0,0.84324,0.462462,0.0935373,-0.47168,0.860047,0.170553
5.96046e-08,0.844513,0.464464,0.108556,-0.469519,0.853703,0.197382
-5.96046e-08,0.845779,0.466466,0.12353,-0.466876,0.846522,0.223981
-0,0.847039,0.468468,0.138445,-0.463753,0.838513,0.250323
1.19209e-07,0.848292,0.47047,0.153284,-0.460151,0.829685,0.276383
-0,0.849538,0.472472,0.168033,-0.456071,0.820048,0.302135
1.19209e-07,0.850778,0.474474,0.182676,-0.451516,0.809611,0.327555
1.19209e-07,0.852011,0.476476,0.197197,-0.446488,0.798387,0.352618
-1.19209e-07,0.853238,0.478478,0.211581,-0.44099,0.786388,0.377298
-1.19209e-07,0.854458,0.48048,0.225813,-0.435027,0.773627,0.401573
-0,0.855673,0.482482,0.239878,-0.428602,0.760117,0.425419
1.19209e-07,0.85688,0.484484,0.25376,-0.42172,0.745873,0.448812
-0,0.858081,0.486486,0.267446,-0.414386,0.730909,0.47173
-1.19209e-07,0.859277,0.488488,0.280919,-0.406606,0.715242,0.494151
-0,0.860465,0.49049,0.294165,-0.398386,0.698888,0.516053
1.19209e-07,0.861647,0.492492,0.307171,-0.389733,0.681864,0.537416
-0,0.862823,0.494494,0.319922,-0.380654,0.664187,0.558219
-1.19209e-07,0.863993,0.496496,0.332403,-0.371156,0.645878,0.578441
-0,0.865157,0.498498,0.344601,-0.361247,0.626953,0.598064
-0,0.866314,0.5005,0.356503,-0.350936,0.607433,0.61707
-0,0.867465,0.502502,0.368095,-0.340231,0.587338,0.635439
-5.96046e-08,0.86861,0.504504,0.379364,-0.329143,0.566689,0.653155
5.96046e-08,0.869749,0.506506,0.390297,-0.317681,0.545507,0.670201
5.96046e-08,0.870882,0.508508,0.400883,-0.305854,0.523813,0.686561
-0,0.872009,0.51051,0.411108,-0.293675,0.50163,0.702219
-0,0.87313,0.512512,0.420962,-0.281154,0.478981,0.717162
1.19209e-07,0.874245,0.514514,0.430432,-0.268301,0.455888,0.731375
-0,0.875353,0.516516,0.439508,-0.25513,0.432375,0.744845
-0,0.876456,0.518518,0.448178,-0.241651,0.408465,0.75756
-0,0.877553,0.52052,0.456433,-0.227879,0.384184,0.769508
-0,0.878644,0.522522,0.464263,-0.213825,0.359556,0.780678
-0,0.879729,0.524524,0.471658,-0.199503,0.334605,0.791061
2.98023e-08,0.880808,0.526526,0.478608,-0.184926,0.309356,0.800647
2.98023e-08,0.881881,0.528528,0.485105,-0.170108,0.283836,0.809427
-0,0.882949,0.53053,0.491142,-0.155064,0.25807,0.817395
2.98023e-08,0.88401,0.532532,0.496709,-0.139808,0.232083,0.824543
-0,0.885066,0.534534,0.5018,-0.124355,0.205903,0.830865
-0,0.886116,0.536536,0.506407,-0.108718,0.179554,0.836357
-1.49012e-08,0.88716,0.538538,0.510525,-0.0929149,0.153063,0.841013
4.47035e-08,0.888199,0.54054,0.514147,-0.0769596,0.126458,0.84483
-0,0.889232,0.542542,0.517268,-0.060868,0.0997632,0.847807
-7.45058e-09,0.890259,0.544544,0.519883,-0.044656,0.0730067,0.84994
7.45058e-09,0.89128,0.546546,0.521987,-0.0283396,0.0462148,0.851229
7.45058e-09,0.892295,0.548548,0.523576,-0.011935,0.019414,0.851674
-9.31323e-10,0.893306,0.55055,0.524647,0.00454157,-0.007369,0.851276
-7.45058e-09,0.89431,0.552552,0.525197,0.0210736,-0.0341078,0.850036
-0,0.895309,0.554554,0.525224,0.0376446,-0.0607759,0.847956
-1.49012e-08,0.896302,0.556556,0.524725,0.0542378,-0.0873469,0.84504
-0,0.89729,0.558558,0.5237,0.0708366,-0.113795,0.841292
-1.49012e-08,0.898272,0.56056,0.522147,0.0874241,-0.140093,0.836716
-0,0.899249,0.562562,0.520066,0.103983,-0.166216,0.831319
-0,0.90022,0.564564,0.517458,0.120498,-0.192139,0.825107
-0,0.901185,0.566566,0.514323,0.136951,-0.217835,0.818086
-5.96046e-08,0.902146,0.568568,0.510662,0.153324,-0.243279,0.810266
-5.96046e-08,0.9031,0.57057,0.506478,0.169603,-0.268448,0.801655
5.96046e-08,0.90405,0.572572,0.501773,0.185769,-0.293315,0.792263
-0,0.904993,0.574574,0.49655,0.201806,-0.317858,0.782099
-0,0.905932,0.576576,0.490812,0.217697,-0.342051,0.771176
-0,0.906865,0.578578,0.484563,0.233426,-0.365872,0.759506
-0,0.907792,0.58058,0.477809,0.248976,-0.389297,0.7471
-1.19209e-07,0.908715,0.582582,0.470553,0.26433,-0.412304,0.733972
5.96046e-08,0.909632,0.584584,0.462803,0.279474,-0.43487,0.720136
1.19209e-07,0.910543,0.586586,0.454563,0.29439,-0.456975,0.705607
-5.96046e-08,0.91145,0.588588,0.445841,0.309063,-0.478595,0.6904
-5.96046e-08,0.912351,0.59059,0.436644,0.323477,-0.499711,0.674532
-1.19209e-07,0.913246,0.592592,0.426979,0.337617,-0.520303,0.658019
-2.38419e-07,0.914137,0.594594,0.416855,0.351468,-0.540351,0.640877
-0,0.915022,0.596596,0.40628,0.365014,-0.559835,0.623126
1.19209e-07,0.915902,0.598598,0.395263,0.378241,-0.578738,0.604784
1.19209e-07,0.916777,0.6006,0.383816,0.391134,-0.59704,0.585869
-0,0.917647,0.602602,0.371946,0.40368,-0.614726,0.566402
1.19209e-07,0.918511,0.604604,0.359666,0.415864,-0.631778,0.546402
1.19209e-07,0.91937,0.606606,0.346985,0.427673,-0.64818,0.525889
1.19209e-07,0.920224,0.608608,0.333916,0.439095,-0.663917,0.504886
-1.19209e-07,0.921073,0.61061,0.320471,0.450115,-0.678975,0.483413
-0,0.921917,0.612612,0.306661,0.460722,-0.693339,0.461493
-0,0.922756,0.614614,0.2925,0.470904,-0.706995,0.439147
1.19209e-07,0.923589,0.616616,0.278001,0.480649,-0.719933,0.416399
-0,0.924418,0.618618,0.263177,0.489946,-0.732139,0.393272
-0,0.925241,0.62062,0.248042,0.498784,-0.743603,0.36979
2.38419e-07,0.926059,0.622622,0.232611,0.507152,-0.754314,0.345975
-0,0.926873,0.624624,0.216898,0.515041,-0.764264,0.321852
-0,0.927681,0.626626,0.200918,0.522442,-0.773442,0.297446
-1.19209e-07,0.928485,0.628628,0.184686,0.529344,-0.781842,0.272782
-5.96046e-08,0.929283,0.63063,0.168218,0.53574,-0.789455,0.247883
-5.96046e-08,0.930076,0.632632,0.15153,0.541622,-0.796276,0.222775
-0,0.930864,0.634635,0.134638,0.546982,-0.802299,0.197483
-0,0.931648,0.636636,0.117558,0.551814,-0.807519,0.172033
5.96046e-08,0.932426,0.638638,0.100307,0.556109,-0.811932,0.14645
5.96046e-08,0.933199,0.64064,0.0829018,0.559864,-0.815535,0.12076
-0,0.933968,0.642643,0.0653593,0.563071,-0.818325,0.0949882
-5.96046e-08,0.934731,0.644644,0.0476969,0.565727,-0.820302,0.0691603
1.49012e-08,0.93549,0.646646,0.0299319,0.567827,-0.821463,0.0433019
-0,0.936244,0.648649,0.0120821,0.569367,-0.82181,0.017439
-0,0.936993,0.65065,0.00583504,-0.570343,0.821343,0.00840297
1.49012e-08,0.937736,0.652652,0.0238015,-0.570754,0.820064,0.0341983
-0,0.938476,0.654655,0.0417995,-0.570596,0.817975,0.0599214
-5.96046e-08,0.93921,0.656656,0.0598109,-0.569869,0.815079,0.085547
-0,0.939939,0.658658,0.0778176,-0.568572,0.811381,0.11105
5.96046e-08,0.940664,0.66066,0.0958016,-0.566703,0.806885,0.136405
-0,0.941384,0.662662,0.113745,-0.564264,0.801598,0.161586
-0,0.942099,0.664664,0.131628,-0.561254,0.795524,0.186571
-1.19209e-07,0.942809,0.666666,0.149435,-0.557676,0.788673,0.211333
5.96046e-08,0.943514,0.668668,0.167146,-0.553531,0.781051,0.235849
-0,0.944215,0.67067,0.184744,-0.548821,0.772668,0.260095
1.19209e-07,0.944911,0.672672,0.20221,-0.543551,0.763532,0.284046
-0,0.945602,0.674674,0.219526,-0.537723,0.753655,0.307681
-0,0.946289,0.676677,0.236675,-0.531341,0.743046,0.330975
1.19209e-07,0.94697,0.678678,0.253639,-0.524411,0.731718,0.353906
-0,0.947647,0.68068,0.2704,-0.516937,0.719683,0.376453
-1.19209e-07,0.948319,0.682682,0.286941,-0.508926,0.706953,0.398592
-0,0.948987,0.684684,0.303245,-0.500385,0.693544,0.420303
-2.38419e-07,0.94965,0.686687,0.319294,-0.491319,0.679468,0.441566
2.38419e-07,0.950308,0.688689,0.335071,-0.481738,0.664741,0.462359
-0,0.950962,0.69069,0.350561,-0.471648,0.649378,0.482662
-1.19209e-07,0.95161,0.692692,0.365746,-0.461059,0.633397,0.502457
1.19209e-07,0.952255,0.694694,0.380611,-0.44998,0.616812,0.521724
-0,0.952894,0.696696,0.395139,-0.438421,0.599643,0.540445
-0,0.953529,0.698698,0.409316,-0.426392,0.581906,0.558602
-0,0.954159,0.7007,0.423125,-0.413903,0.56362,0.576179
-0,0.954785,0.702702,0.436552,-0.400966,0.544805,0.593158
-0,0.955406,0.704704,0.449583,-0.387592,0.52548,0.609524
-0,0.956023,0.706706,0.462202,-0.373794,0.505664,0.625261
-1.19209e-07,0.956634,0.708708,0.474397,-0.359585,0.485378,0.640355
-1.19209e-07,0.957242,0.710711,0.486154,-0.344978,0.464643,0.654791
-5.96046e-08,0.957844,0.712713,0.49746,-0.329985,0.443481,0.668557
5.96046e-08,0.958443,0.714714,0.508301,-0.314622,0.421912,0.68164
-5.96046e-08,0.959036,0.716717,0.518668,-0.298902,0.399959,0.694028
-5.96046e-08,0.959625,0.718718,0.528546,-0.28284,0.377645,0.705709
-1.19209e-07,0.96021,0.72072,0.537925,-0.266452,0.354992,0.716673
-0,0.96079,0.722722,0.546795,-0.249753,0.332022,0.726911
-5.96046e-08,0.961366,0.724724,0.555145,-0.232758,0.30876,0.736414
-0,0.961936,0.726726,0.562965,-0.215485,0.285229,0.745172
-0,0.962503,0.728728,0.570246,-0.19795,0.261452,0.753179
-5.96046e-08,0.963065,0.73073,0.576979,-0.180169,0.237454,0.760428
-2.98023e-08,0.963622,0.732732,0.583155,-0.16216,0.213259,0.766912
8.9407e-08,0.964175,0.734734,0.588768,-0.143941,0.18889,0.772628
